Product ID,average_discount,total_sales,total_profit
OFF-BI-10001267,0.48000000000000000000,72.806,8.6380
OFF-BI-10001679,0.48000000000000000000,71.928,-12.432
FUR-TA-10000849,0.47500000000000000000,1007.262,-586.8396
OFF-BI-10000279,0.47500000000000000000,85.255,8.6700
OFF-BI-10004967,0.46666666666666666667,29.952,-0.9152
OFF-BI-10004364,0.46666666666666666667,125.334,1.188
OFF-BI-10000831,0.46666666666666666667,10.824,-2.0064
OFF-BI-10002353,0.46363636363636363636,342.768,18.528
OFF-BI-10003712,0.46363636363636363636,131.097,18.4125
OFF-BI-10004140,0.46153846153846153846,75.432,-13.4700
OFF-BI-10003719,0.46000000000000000000,276.945,-19.461
OFF-BI-10002799,0.45714285714285714286,117.586,5.6980
OFF-BI-10003429,0.45555555555555555556,136.728,4.3677
OFF-BI-10002393,0.45000000000000000000,57.400,7.8064
OFF-BI-10002931,0.45000000000000000000,314.550,0.000
OFF-BI-10002571,0.45000000000000000000,99.800,-0.6986
OFF-BI-10004995,0.45000000000000000000,17965.068,-1878.1662
TEC-MA-10000752,0.45000000000000000000,41.905,-20.519
OFF-BI-10004716,0.45000000000000000000,32.648,1.7808
OFF-BI-10000343,0.45000000000000000000,102.619,-11.8822
OFF-AP-10004233,0.45000000000000000000,299.208,-177.2232
TEC-MA-10000597,0.45000000000000000000,299.970,34.9965
OFF-BI-10002414,0.44000000000000000000,66.409,-13.2818
OFF-BI-10001757,0.44000000000000000000,112.668,-10.1352
OFF-BI-10003707,0.43636363636363636364,354.032,41.202
OFF-BI-10002954,0.43333333333333333333,51.184,3.6560
OFF-BI-10004209,0.43000000000000000000,182.508,-3.216
OFF-BI-10004817,0.42857142857142857143,156.938,-11.2612
OFF-BI-10003094,0.42500000000000000000,22.880,2.3584
OFF-BI-10001787,0.42500000000000000000,62.130,5.4282
TEC-MA-10004679,0.42500000000000000000,2330.65,-785.762
OFF-BI-10001196,0.42500000000000000000,239.466,37.8222
OFF-BI-10001308,0.42500000000000000000,108.644,5.024
OFF-BI-10003684,0.42222222222222222222,532.158,48.378
FUR-BO-10001972,0.42142857142857142857,2740.197,-975.0988
OFF-BI-10001670,0.41818181818181818182,901.03,147.03
OFF-BI-10002498,0.41428571428571428571,377.538,90.2727
OFF-BI-10004330,0.41428571428571428571,661.942,-9.245
OFF-BI-10003650,0.41250000000000000000,6785.142,494.4212
OFF-BI-10001097,0.41111111111111111111,116.501,14.8274
OFF-BI-10002071,0.41111111111111111111,102.256,-4.4156
OFF-BI-10002103,0.41000000000000000000,179.014,5.3878
FUR-BO-10002268,0.40666666666666666667,754.7336,-294.7672
TEC-PH-10002645,0.40000000000000000000,1499.97,-374.9925
OFF-AP-10004655,0.40000000000000000000,47.544,10.1880
OFF-BI-10004410,0.40000000000000000000,85.995,15.0969
OFF-AP-10004136,0.40000000000000000000,147.528,-36.882
OFF-BI-10004656,0.40000000000000000000,38.016,4.3200
FUR-FU-10002030,0.40000000000000000000,97.812,-1.7784
TEC-MA-10003066,0.40000000000000000000,336.51,44.868
TEC-PH-10004875,0.40000000000000000000,9.588,-2.0774
OFF-BI-10004139,0.40000000000000000000,133.86,21.825
OFF-BI-10001153,0.40000000000000000000,141.614,3.454
OFF-BI-10001524,0.40000000000000000000,780.456,49.5128
TEC-MA-10003353,0.40000000000000000000,2519.958,-251.9958
TEC-MA-10000822,0.40000000000000000000,16829.901,-4589.973
OFF-AP-10000124,0.40000000000000000000,38.272,-3.6608
TEC-MA-10003674,0.40000000000000000000,597.132,49.761
FUR-FU-10003930,0.40000000000000000000,786.900,147.9372
FUR-FU-10002553,0.40000000000000000000,117.28,-16.4925
FUR-FU-10004587,0.40000000000000000000,163.332,3.1410
OFF-AP-10000055,0.40000000000000000000,266.336,-120.176
OFF-BI-10003708,0.40000000000000000000,122.18,7.4500
OFF-BI-10004230,0.40000000000000000000,466.290,107.0740
OFF-AP-10001947,0.40000000000000000000,289.456,-113.7672
TEC-MA-10002790,0.40000000000000000000,479.988,55.9986
TEC-MA-10003626,0.40000000000000000000,1396.21,139.621
TEC-MA-10001016,0.40000000000000000000,575.82,67.1790
OFF-BI-10004506,0.40000000000000000000,66.663,15.3078
OFF-BI-10002824,0.38888888888888888889,308.844,21.634
OFF-BI-10004040,0.38888888888888888889,134.680,23.7244
OFF-BI-10000309,0.38888888888888888889,269.394,-2.2830
OFF-BI-10001553,0.38750000000000000000,110.594,6.0324
OFF-BI-10003669,0.38571428571428571429,83.16,10.152
OFF-BI-10004738,0.38333333333333333333,142.050,18.940
OFF-BI-10002012,0.38333333333333333333,51.48,5.616
OFF-BI-10003694,0.38333333333333333333,137.808,-14.4072
FUR-TA-10003469,0.38000000000000000000,1040.625,-357.975
OFF-BI-10000145,0.37692307692307692308,81.744,11.7312
OFF-BI-10001072,0.37500000000000000000,136.440,13.6440
OFF-BI-10002949,0.37500000000000000000,85.728,18.0576
OFF-BI-10000632,0.37272727272727272727,1219.821,329.0478
OFF-BI-10004002,0.37142857142857142857,174.73,12.802
OFF-BI-10001617,0.37142857142857142857,184.052,41.5668
OFF-BI-10000315,0.37142857142857142857,451.962,106.3440
FUR-TA-10002533,0.37000000000000000000,2241.8675,-795.9725
OFF-BI-10003982,0.37000000000000000000,583.637,55.2482
OFF-BI-10002082,0.37000000000000000000,1041.664,259.584
OFF-BI-10001597,0.36666666666666666667,1217.106,215.5548
OFF-BI-10003274,0.36666666666666666667,89.550,13.6116
OFF-BI-10000042,0.36666666666666666667,33.108,7.1556
FUR-TA-10004442,0.36666666666666666667,917.92,-415.9325
OFF-BI-10002026,0.36428571428571428571,2068.822,349.6332
OFF-BI-10004593,0.36250000000000000000,1100.40,138.336
OFF-BI-10000088,0.36250000000000000000,241.560,39.9672
OFF-BI-10002764,0.36250000000000000000,69.768,13.7598
OFF-BI-10002854,0.36250000000000000000,611.054,106.514
OFF-BI-10001636,0.35555555555555555556,208.221,21.5808
TEC-MA-10003356,0.35000000000000000000,1619.82,-22.4975
TEC-MA-10000864,0.35000000000000000000,4268,466.4
OFF-BI-10000948,0.35000000000000000000,146.981,18.4083
OFF-BI-10001249,0.35000000000000000000,170.984,29.7308
FUR-TA-10001889,0.35000000000000000000,9544.725,-1934.3976
TEC-MA-10002073,0.35000000000000000000,2339.982,-467.9964
TEC-PH-10003580,0.35000000000000000000,2252.432,-119.1190
OFF-BI-10004352,0.35000000000000000000,35.775,15.525
FUR-FU-10004909,0.35000000000000000000,193.920,4.848
OFF-BI-10004001,0.35000000000000000000,487.344,100.8768
OFF-BI-10002557,0.35000000000000000000,92.820,24.570
FUR-FU-10000175,0.35000000000000000000,159.268,7.6888
OFF-BI-10003291,0.35000000000000000000,238.329,25.4916
OFF-BI-10003350,0.35000000000000000000,38.918,1.0208
OFF-BI-10003638,0.35000000000000000000,369.585,14.319
OFF-BI-10004632,0.35000000000000000000,5535.593,-246.0675
OFF-BI-10004654,0.34545454545454545455,214.573,47.873
FUR-FU-10001546,0.34285714285714285714,108.936,-11.214
OFF-BI-10002706,0.34285714285714285714,191.352,29.4168
OFF-BI-10001718,0.34000000000000000000,2264.892,569.4220
OFF-BI-10000069,0.33750000000000000000,433.789,125.7838
FUR-TA-10004175,0.33333333333333333333,1296.028,-177.3512
OFF-AP-10003217,0.33333333333333333333,1524.532,53.0272
OFF-BI-10000546,0.33333333333333333333,87.264,13.8240
FUR-TA-10003238,0.33333333333333333333,4297.644,-611.5878
OFF-BI-10001191,0.33333333333333333333,422.636,59.0672
OFF-AP-10002439,0.33333333333333333333,823.252,-17.0328
TEC-PH-10002789,0.33333333333333333333,1154.326,-212.1464
FUR-TA-10002228,0.33333333333333333333,2033.496,-456.7032
TEC-PH-10000141,0.33333333333333333333,488.326,-48.8326
OFF-BI-10001120,0.33333333333333333333,15875.916,3345.2823
FUR-BO-10000780,0.33200000000000000000,2946.3668,-767.7436
OFF-BI-10000977,0.33076923076923076923,1100.48,328.928
OFF-BI-10000050,0.33000000000000000000,197.83,35.332
OFF-BI-10002852,0.33000000000000000000,390.576,104.8128
OFF-BI-10002160,0.32857142857142857143,41.910,8.2296
OFF-BI-10001510,0.32857142857142857143,504.240,88.242
OFF-BI-10003981,0.32857142857142857143,116.224,37.5004
OFF-BI-10002432,0.32500000000000000000,96.646,26.9192
FUR-TA-10002607,0.32500000000000000000,2140.878,-479.2164
OFF-BI-10004390,0.32500000000000000000,4209.800,1052.450
OFF-BI-10004308,0.32500000000000000000,258.054,90.214
FUR-TA-10002645,0.32500000000000000000,3481.515,-295.8150
OFF-BI-10001031,0.32500000000000000000,99.324,22.9086
FUR-TA-10001539,0.32222222222222222222,4952.673,-450.2430
OFF-BI-10003656,0.32222222222222222222,4181.754,693.5592
FUR-TA-10004152,0.32000000000000000000,1088.64,-104.832
OFF-BI-10001922,0.32000000000000000000,153.252,49.3614
FUR-TA-10001932,0.31666666666666666667,5098.176,-404.0064
FUR-TA-10002356,0.31666666666666666667,2542.467,-445.5870
FUR-BO-10001811,0.31625000000000000000,5492.8850,15.0490
FUR-BO-10004467,0.31500000000000000000,1897.8102,-612.9387
OFF-BI-10000138,0.31250000000000000000,91.728,16.2864
FUR-TA-10001676,0.31111111111111111111,653.121,-148.3962
OFF-BI-10003529,0.30000000000000000000,36.920,12.2972
OFF-BI-10001359,0.30000000000000000000,19823.479,2233.5051
FUR-TA-10003837,0.30000000000000000000,51.782,-17.5145
OFF-BI-10004236,0.30000000000000000000,386.084,76.9232
TEC-MA-10002930,0.30000000000000000000,465.645,36.9160
FUR-FU-10004597,0.30000000000000000000,344.1,-42.180
FUR-TA-10002622,0.30000000000000000000,1436.232,-143.6232
FUR-FU-10003489,0.30000000000000000000,36.162,3.6162
TEC-MA-10002937,0.30000000000000000000,1007.979,43.1991
FUR-FU-10002240,0.30000000000000000000,19.70,0.788
TEC-MA-10004002,0.30000000000000000000,5787.355,509.7120
OFF-AP-10000804,0.30000000000000000000,61.824,1.344
TEC-PH-10004348,0.30000000000000000000,133.128,3.698
FUR-FU-10001967,0.30000000000000000000,143.928,-5.9970
FUR-BO-10000112,0.30000000000000000000,825.174,-117.882
FUR-FU-10002703,0.30000000000000000000,180.46,-46.404
OFF-BI-10001759,0.30000000000000000000,59.817,13.1826
OFF-BI-10003476,0.30000000000000000000,135.801,43.4334
OFF-BI-10004182,0.30000000000000000000,29.952,9.7968
FUR-FU-10004904,0.30000000000000000000,1002.936,-267.4496
FUR-TA-10004154,0.30000000000000000000,4446.175,-1147.400
FUR-FU-10002505,0.30000000000000000000,36.396,-4.8528
OFF-AP-10002906,0.30000000000000000000,9.768,0.444
TEC-PH-10004080,0.30000000000000000000,625.508,-10.8784
TEC-PH-10000912,0.30000000000000000000,61.544,14.0672
OFF-AP-10002403,0.30000000000000000000,448.902,-7.0416
OFF-BI-10001634,0.30000000000000000000,115.024,37.0552
FUR-FU-10004973,0.30000000000000000000,678.240,120.9528
TEC-PH-10002844,0.30000000000000000000,188.946,-18.1948
TEC-MA-10003230,0.30000000000000000000,1362.9,-19.47
FUR-FU-10001379,0.30000000000000000000,58.784,-1.0688
FUR-FU-10001756,0.30000000000000000000,262.752,-7.6160
OFF-BI-10001765,0.30000000000000000000,554.240,157.9584
TEC-MA-10003183,0.30000000000000000000,1343.916,463.971
OFF-BI-10001721,0.30000000000000000000,346.356,112.8864
FUR-FU-10003806,0.30000000000000000000,2058.496,-529.76
OFF-BI-10000962,0.29000000000000000000,410.004,111.2868
OFF-BI-10001628,0.29000000000000000000,287.868,64.1445
OFF-BI-10000174,0.28888888888888888889,191.98,50.228
FUR-TA-10003008,0.28750000000000000000,2847.780,-328.5900
OFF-BI-10004233,0.28750000000000000000,310.206,52.4472
OFF-BI-10003007,0.28571428571428571429,698.040,90.7452
OFF-AP-10002684,0.28571428571428571429,3039.500,401.214
FUR-TA-10001768,0.28333333333333333333,3963.901,-598.5228
FUR-BO-10001918,0.28333333333333333333,1014.174,-418.5480
FUR-TA-10000198,0.28000000000000000000,9917.640,-2876.1156
FUR-TA-10001307,0.28000000000000000000,3739.115,608.043
OFF-BI-10001294,0.28000000000000000000,271.44,71.955
FUR-FU-10001475,0.28000000000000000000,334.096,29.4532
FUR-FU-10001940,0.28000000000000000000,219.696,50.3072
OFF-BI-10003314,0.27777777777777777778,80.494,23.9554
OFF-BI-10001543,0.27500000000000000000,842.166,280.7220
OFF-BI-10002897,0.27500000000000000000,45.508,15.5608
FUR-CH-10002126,0.27500000000000000000,2586.188,-48.7960
FUR-FU-10002759,0.27500000000000000000,551.448,91.1088
FUR-TA-10002958,0.27500000000000000000,6942.068,-856.0144
OFF-BI-10002003,0.27142857142857142857,72.038,15.0842
FUR-CH-10003981,0.27142857142857142857,4420.056,41.1168
OFF-AP-10001563,0.27142857142857142857,952.168,55.3812
OFF-BI-10004492,0.27142857142857142857,669.496,234.3236
FUR-TA-10004607,0.27142857142857142857,2040.054,-115.3074
OFF-BI-10004728,0.26923076923076923077,212.080,58.5148
TEC-PH-10002824,0.26666666666666666667,2018.702,10.2995
FUR-TA-10002041,0.26666666666666666667,2671.421,-519.9410
TEC-PH-10001870,0.26666666666666666667,281.658,6.1230
FUR-BO-10002613,0.26666666666666666667,5184.081,-126.441
FUR-CH-10004540,0.26666666666666666667,815.864,15.0832
OFF-AP-10001564,0.26666666666666666667,1023.352,-9.3032
FUR-FU-10000193,0.26666666666666666667,467.712,-129.9200
TEC-PH-10003092,0.26666666666666666667,607.068,-13.3371
OFF-AP-10004708,0.26666666666666666667,867.768,57.0900
FUR-FU-10003601,0.26666666666666666667,1623.248,-343.0956
TEC-PH-10002070,0.26666666666666666667,175.422,17.992
FUR-FU-10001025,0.26666666666666666667,53.460,6.3666
FUR-FU-10004671,0.26666666666666666667,176.700,23.3244
FUR-BO-10001601,0.26333333333333333333,935.1972,-125.7408
FUR-TA-10000577,0.26250000000000000000,7242.7680,-532.7613
OFF-BI-10000666,0.26250000000000000000,653.984,210.864
FUR-TA-10001857,0.26250000000000000000,828.0965,-216.2545
OFF-BI-10003876,0.26000000000000000000,569.24,162.64
FUR-TA-10002903,0.26000000000000000000,4544.925,-192.1854
OFF-BI-10000320,0.26000000000000000000,172.692,59.7780
FUR-TA-10001086,0.26000000000000000000,2979.004,54.7164
OFF-BI-10001460,0.26000000000000000000,269.67,84.9915
OFF-BI-10000822,0.26000000000000000000,67.250,19.6908
FUR-TA-10001095,0.25769230769230769231,8209.059,-189.9761
FUR-TA-10004086,0.25714285714285714286,1788.384,-22.3548
OFF-BI-10002225,0.25714285714285714286,334.368,98.2464
OFF-AP-10004868,0.25000000000000000000,91.686,-10.4118
TEC-PH-10002807,0.25000000000000000000,419.23,122.605
OFF-BI-10004519,0.25000000000000000000,2954.444,489.641
FUR-CH-10002044,0.25000000000000000000,694.194,-158.4858
FUR-BO-10003546,0.25000000000000000000,1474.308,-191.862
OFF-BI-10001036,0.25000000000000000000,209.306,26.506
TEC-PH-10003357,0.25000000000000000000,596.622,45.8940
FUR-FU-10004415,0.25000000000000000000,46.592,-2.8672
FUR-CH-10002758,0.25000000000000000000,1268.696,73.194
TEC-PH-10001433,0.25000000000000000000,882.102,58.4649
FUR-FU-10001986,0.25000000000000000000,581.172,81.568
TEC-MA-10004241,0.25000000000000000000,1286.85,360.318
FUR-CH-10000229,0.25000000000000000000,2032.350,-460.6660
OFF-BI-10001890,0.25000000000000000000,78.044,14.7496
TEC-MA-10004626,0.25000000000000000000,600,218.4
OFF-BI-10003305,0.25000000000000000000,105.846,21.8868
TEC-CO-10004115,0.25000000000000000000,6399.872,2064.9587
OFF-AP-10002867,0.25000000000000000000,664.832,-78.0160
TEC-MA-10002109,0.25000000000000000000,449.970,47.9968
OFF-AP-10004980,0.25000000000000000000,303.360,-20.4768
OFF-AP-10004036,0.25000000000000000000,199.728,17.520
TEC-PH-10003437,0.25000000000000000000,1229.836,127.483
FUR-TA-10001866,0.25000000000000000000,519.941,-39.4438
FUR-BO-10003965,0.24750000000000000000,1646.9180,-285.9484
FUR-TA-10003473,0.24583333333333333333,12995.2915,-327.2331
FUR-BO-10004409,0.24500000000000000000,858.858,-9.9372
FUR-BO-10001608,0.24400000000000000000,1570.0776,-26.9724
OFF-BI-10001071,0.24285714285714285714,1573.908,562.3842
FUR-FU-10003849,0.24000000000000000000,161.920,26.1096
OFF-BI-10003910,0.24000000000000000000,215.109,66.6915
TEC-PH-10001924,0.24000000000000000000,699.900,17.4975
FUR-FU-10000222,0.24000000000000000000,441.728,28.2576
FUR-FU-10002116,0.24000000000000000000,763.668,-222.7365
TEC-MA-10001972,0.24000000000000000000,3210.8,111.68
FUR-BO-10003272,0.24000000000000000000,3420.7704,-755.7516
OFF-AP-10003278,0.24000000000000000000,106.172,2.7940
OFF-BI-10003527,0.24000000000000000000,27453.384,7753.039
OFF-BI-10003355,0.23750000000000000000,87.648,22.9080
OFF-BI-10004318,0.23750000000000000000,3234.913,1086.3772
FUR-TA-10001705,0.23750000000000000000,3401.60,210.474
FUR-BO-10003893,0.23500000000000000000,1368.262,-103.482
FUR-BO-10004834,0.23400000000000000000,15610.9656,-669.5448
FUR-BO-10004218,0.23375000000000000000,3626.0056,-208.6504
OFF-BI-10000404,0.23333333333333333333,115.24,42.312
TEC-PH-10003931,0.23333333333333333333,779.870,14.9975
OFF-BI-10003460,0.23333333333333333333,137.532,55.5384
FUR-FU-10004306,0.23333333333333333333,2759.06,314.766
OFF-BI-10002867,0.23333333333333333333,1291.248,451.9368
FUR-FU-10003247,0.23333333333333333333,369.248,-40.4914
FUR-FU-10004586,0.23333333333333333333,81.008,25.7632
FUR-BO-10003450,0.23333333333333333333,649.376,-97.4064
OFF-AP-10002082,0.23333333333333333333,239.580,41.382
FUR-FU-10000550,0.23333333333333333333,72.708,9.3126
FUR-FU-10001468,0.23333333333333333333,3317.012,-530.038
TEC-PH-10002293,0.23333333333333333333,339.830,23.1884
OFF-BI-10003925,0.23333333333333333333,8070.192,2518.0551
FUR-BO-10003660,0.23333333333333333333,729.234,48.6156
OFF-BI-10004876,0.23333333333333333333,16.402,5.0596
TEC-MA-10000423,0.23333333333333333333,204.507,64.6506
FUR-TA-10002774,0.23333333333333333333,2096.168,-206.5342
FUR-BO-10003433,0.23333333333333333333,322.192,-81.1676
OFF-AP-10003287,0.23333333333333333333,937.848,130.4832
TEC-PH-10002549,0.23333333333333333333,3839.620,162.6192
FUR-BO-10004709,0.23000000000000000000,1426.8878,-20.2930
OFF-AP-10001626,0.22857142857142857143,50.570,1.6338
OFF-BI-10004965,0.22857142857142857143,184.0,57.500
FUR-CH-10003774,0.22857142857142857143,4166.884,-503.1194
FUR-FU-10000206,0.22857142857142857143,45.396,14.5500
TEC-PH-10004908,0.22857142857142857143,1665.804,178.479
FUR-CH-10002965,0.22727272727272727273,5989.204,267.3034
FUR-CH-10004698,0.22500000000000000000,1830.148,80.9800
OFF-AP-10000696,0.22500000000000000000,357.616,67.7740
OFF-BI-10000591,0.22500000000000000000,26.063,9.8806
FUR-FU-10001095,0.22500000000000000000,455.456,61.4336
FUR-CH-10003973,0.22500000000000000000,9070.944,773.2608
OFF-AP-10001242,0.22500000000000000000,1207.200,80.480
OFF-BI-10002976,0.22500000000000000000,65.254,19.2871
FUR-TA-10004256,0.22500000000000000000,5634.90,-964.194
FUR-TA-10001039,0.22272727272727272727,2764.257,-226.1274
TEC-PH-10001530,0.22222222222222222222,8111.136,275.3286
FUR-TA-10002855,0.22000000000000000000,2297.538,100.9746
OFF-AP-10002191,0.22000000000000000000,737.754,89.9700
OFF-AP-10001394,0.22000000000000000000,1946.7,374.22
TEC-PH-10001817,0.22000000000000000000,8878.4,515.52
FUR-CH-10003312,0.21666666666666666667,5282.424,-989.0496
OFF-BI-10004826,0.21666666666666666667,204.724,50.1904
OFF-BI-10003091,0.21666666666666666667,4322.814,1592.4978
OFF-BI-10002309,0.21666666666666666667,110.484,29.2392
OFF-AP-10002457,0.21666666666666666667,1674.40,146.5100
FUR-CH-10004886,0.21666666666666666667,1775.075,117.059
OFF-BI-10004828,0.21666666666666666667,256.122,102.4488
FUR-CH-10002774,0.21428571428571428571,764.700,76.9798
FUR-TA-10004575,0.21428571428571428571,5965.090,-238.6036
FUR-CH-10001973,0.21428571428571428571,1775.680,-228.6188
FUR-BO-10001798,0.21250000000000000000,1263.957,-56.3214
OFF-BI-10001989,0.21000000000000000000,753.182,284.0692
FUR-CH-10003396,0.21000000000000000000,1770.540,-216.3138
OFF-AP-10002311,0.21000000000000000000,1383.081,381.2074
OFF-ST-10004835,0.20000000000000000000,35.712,2.6784
OFF-AP-10000891,0.20000000000000000000,2491.280,563.816
OFF-AP-10000026,0.20000000000000000000,1243.788,74.9931
OFF-AP-10004249,0.20000000000000000000,234.612,42.3738
FUR-FU-10002396,0.20000000000000000000,171.088,39.7528
TEC-PH-10001949,0.20000000000000000000,213.48,16.011
OFF-AP-10000326,0.20000000000000000000,157.92,17.766
FUR-TA-10002530,0.20000000000000000000,3457.442,-392.548
FUR-TA-10001691,0.20000000000000000000,136.464,15.3522
TEC-AC-10002857,0.20000000000000000000,83.44,11.4730
TEC-PH-10002885,0.20000000000000000000,12996.600,1611.5784
FUR-CH-10001190,0.20000000000000000000,1087.920,-149.5890
TEC-PH-10000213,0.20000000000000000000,272.888,27.2888
OFF-AP-10002518,0.20000000000000000000,2883.276,229.5942
TEC-PH-10004522,0.20000000000000000000,467.920,-14.6225
OFF-AP-10000027,0.20000000000000000000,168.392,35.308
OFF-ST-10001034,0.20000000000000000000,79.4,5.955
OFF-AP-10003040,0.20000000000000000000,665.676,43.7060
OFF-EN-10003068,0.20000000000000000000,71.28,24.948
TEC-PH-10000702,0.20000000000000000000,197.802,54.8451
FUR-CH-10002961,0.20000000000000000000,1437.484,54.588
FUR-BO-10004357,0.20000000000000000000,2904.161,-170.833
OFF-ST-10003572,0.20000000000000000000,99.12,7.434
TEC-PH-10002398,0.20000000000000000000,1070.304,133.788
OFF-LA-10004677,0.20000000000000000000,26.568,8.9667
FUR-FU-10000576,0.20000000000000000000,3861.056,289.5792
TEC-MA-10001570,0.20000000000000000000,385.8,130.2075
OFF-BI-10002412,0.20000000000000000000,100.92,30.74
TEC-AC-10002380,0.20000000000000000000,27.192,0.3399
TEC-PH-10000347,0.20000000000000000000,65.34,3.9105
TEC-PH-10000675,0.20000000000000000000,590.328,44.2746
OFF-LA-10000973,0.20000000000000000000,17.64,6.174
TEC-PH-10004830,0.20000000000000000000,201.568,22.6764
TEC-PH-10002584,0.20000000000000000000,6134.702,438.193
TEC-PH-10001363,0.20000000000000000000,4901.914,512.991
TEC-PH-10001198,0.20000000000000000000,709.92,79.8660
FUR-TA-10003715,0.20000000000000000000,3140.550,-401.9904
FUR-FU-10004020,0.20000000000000000000,87.520,25.1620
OFF-PA-10003543,0.20000000000000000000,25.920,9.0720
FUR-FU-10001085,0.20000000000000000000,216.34,75.346
TEC-MA-10000488,0.20000000000000000000,9279.884,1327.9834
FUR-TA-10004147,0.20000000000000000000,1231.560,96.2856
TEC-PH-10000149,0.20000000000000000000,426.93,43.092
FUR-FU-10001424,0.20000000000000000000,96.030,15.3648
FUR-BO-10003894,0.20000000000000000000,802.074,106.470
FUR-FU-10002298,0.20000000000000000000,2064.228,-173.1288
TEC-PH-10002555,0.20000000000000000000,2744.87,253.771
FUR-FU-10003553,0.20000000000000000000,949.026,247.572
FUR-FU-10002874,0.20000000000000000000,63.824,9.5736
TEC-PH-10000923,0.20000000000000000000,239.840,79.2971
FUR-CH-10000863,0.20000000000000000000,2913.914,-445.3910
OFF-PA-10004733,0.20000000000000000000,82.368,29.8584
